sequence_id,type,start,end,strand,locus_tag_bakta,gene,flag,product,dbxrefs,name
chromosome,cds,2619400,2621076,-,CS12_02621,oppA,cds,oligopeptide ABC transporter substrate-binding protein OppA,"COG:COG4166, COG:E, EC:7.4.2.-, GO:0006857, GO:0009408, GO:0015031, GO:0015833, GO:0016020, GO:0030288, GO:0043190, GO:0055052, GO:0055085, GO:0061077, GO:0140205, GO:1900750, GO:1904680, KEGG:K15580, RefSeq:WP_001295623.1, SO:0001217, UniParc:UPI0000F0A8C4, UniRef:UniRef100_A0A024L3G6, UniRef:UniRef50_P23843, UniRef:UniRef90_P23843",oppA
chromosome,cds,2621450,2621611,+,CS12_02622,,cds,hypothetical protein,"RefSeq:WP_000021850.1, SO:0001217, UniParc:UPI00016C81EB, UniRef:UniRef100_J7Q769, UniRef:UniRef50_J7Q769, UniRef:UniRef90_J7Q769",hypothetical protein
chromosome,cds,2621587,2621742,-,CS12_02623,,cds,Putative IS1 encoded protein,"RefSeq:WP_001297113.1, SO:0001217, UniParc:UPI0001759175, UniRef:UniRef100_J7R0A6, UniRef:UniRef50_I6CPN6, UniRef:UniRef90_J7R0A6",Putative IS1 encoded protein
chromosome,cds,2621769,2622416,-,CS12_02624,ychE,cds,NAAT family transporter YchE,"BlastRules:WP_000616554, GO:0005886, GO:0016020, KEGG:K05595, RefSeq:WP_000616554.1, SO:0001217, UniParc:UPI000004F5DF, UniRef:UniRef100_P25743, UniRef:UniRef50_P25743, UniRef:UniRef90_P25743",ychE
chromosome,sorf,2622447,2622500,-,CS12_02625,ychT,sorf,Protein YchT,"RefSeq:WP_211180492.1, SO:0001217, UniParc:UPI00045AC6AD, UniRef:UniRef100_P0DSE9, UniRef:UniRef50_P0DSE9, UniRef:UniRef90_P0DSE9",ychT
chromosome,cds,2622893,2625568,+,CS12_02626,adhE,cds,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,"COG:C, COG:COG1454, EC:1.1.1.1, EC:1.2.1.10, GO:0004022, GO:0005829, GO:0006066, GO:0006115, GO:0006979, GO:0008198, GO:0008774, GO:0015976, GO:0016020, GO:0016620, GO:0019664, GO:0042802, GO:0046872, GO:0051260, KEGG:K04072, RefSeq:WP_000301651.1, SO:0001217, UniParc:UPI0000000054, UniRef:UniRef100_P0A9Q7, UniRef:UniRef50_P0A9Q7, UniRef:UniRef90_P0A9Q7",adhE
chromosome,,2625610,2626412,+,,,IS,,,ISCro3
chromosome,cds,2625692,2625877,+,CS12_02627,insZ,cds,IS4 family transposase,"GO:0003677, GO:0004803, GO:0006313, SO:0001217, UniParc:UPI0001887B4E, UniRef:UniRef100_P30192, UniRef:UniRef50_P30192, UniRef:UniRef90_P30192",insZ
chromosome,cds,2625998,2626588,+,CS12_02628,,cds,Transposase,"RefSeq:WP_001326299.1, SO:0001217, UniParc:UPI000013A6AD, UniRef:UniRef100_A0A024L4B6, UniRef:UniRef50_Q31ZS9, UniRef:UniRef90_A0A024L4B6",Transposase
chromosome,cds,2626870,2627487,-,CS12_02629,tdk,cds,thymidine kinase,"COG:COG1435, COG:F, EC:2.7.1.21, GO:0004797, GO:0005524, GO:0005829, GO:0008270, GO:0046104, GO:0071897, KEGG:K00857, RefSeq:WP_000068077.1, SO:0001217, UniParc:UPI000012DE81, UniRef:UniRef100_P23331, UniRef:UniRef50_P23331, UniRef:UniRef90_P23331",tdk
chromosome,cds,2628092,2628505,+,CS12_02630,hns,amr,histone-like nucleoid-structuring protein H-NS,"COG:B, COG:COG2916, GO:0000976, GO:0001217, GO:0003677, GO:0003680, GO:0003681, GO:0005829, GO:0009295, GO:0030527, GO:0032993, GO:0042802, GO:0046983, GO:0071824, RefSeq:WP_001287378.1, SO:0001217, UniParc:UPI00001639B0, UniRef:UniRef100_P0ACF8, UniRef:UniRef50_P0ACF8, UniRef:UniRef90_P0ACF8",hns
chromosome,cds,2628649,2629557,-,CS12_02631,galU,cds,UTP--glucose-1-phosphate uridylyltransferase GalU,"COG:COG1210, COG:M, EC:2.7.7.9, GO:0000287, GO:0003983, GO:0005829, GO:0006011, GO:0009242, GO:0009244, GO:0032991, GO:0033499, GO:0042802, GO:1900727, KEGG:K00963, RefSeq:WP_000718995.1, SO:0001217, UniParc:UPI00001639AF, UniRef:UniRef100_P0AEP3, UniRef:UniRef50_P0AEP3, UniRef:UniRef90_P0AEP3",galU
chromosome,cds,2629759,2630772,-,CS12_02632,rssB,cds,two-component system response regulator RssB,"GO:0000160, GO:0010468, GO:0045862, RefSeq:WP_000193447.1, SO:0001217, UniParc:UPI000012CA9E, UniRef:UniRef100_P0AEV1, UniRef:UniRef50_P0AEV1, UniRef:UniRef90_P0AEV1",rssB
chromosome,cds,2630864,2631808,-,CS12_02633,rssA,cds,patatin-like phospholipase RssA,"GO:0004622, GO:0006629, GO:0016042, GO:0046470, SO:0001217, UniParc:UPI000013A6B3, UniRef:UniRef100_P0AFR0, UniRef:UniRef50_P0AFR0, UniRef:UniRef90_P0AFR0",rssA
chromosome,cds,2631882,2632340,+,CS12_02634,ychJ,cds,YchJ family protein,"COG:COG3012, COG:S, RefSeq:WP_001307143.1, SO:0001217, UniParc:UPI000013A6B0, UniRef:UniRef100_P37052, UniRef:UniRef50_P37052, UniRef:UniRef90_P37052",ychJ
chromosome,cds,2632390,2633232,+,CS12_02635,purU,cds,formyltetrahydrofolate deformylase,"COG:COG0788, COG:F, EC:3.5.1.10, GO:0005829, GO:0006164, GO:0006189, GO:0006730, GO:0008864, GO:0034214, GO:0042802, RefSeq:WP_000555857.1, SO:0001217, UniParc:UPI00000330E1, UniRef:UniRef100_P37051, UniRef:UniRef50_P37051, UniRef:UniRef90_P37051",purU
chromosome,tRNA,2633392,2633476,+,CS12_02636,trnY,tRNA,tRNA-Tyr(gta),SO:0000272,trnY
chromosome,ncRNA-region,2633520,2633651,+,,,ncRNA-region,RtT RNA,"RFAM:RF00391, SO:0005836",RtT RNA
chromosome,tRNA,2633686,2633770,+,CS12_02637,trnY,tRNA,tRNA-Tyr(gta),SO:0000272,trnY
chromosome,ncRNA-region,2633817,2633948,+,,,ncRNA-region,RtT RNA,"RFAM:RF00391, SO:0005836",RtT RNA
chromosome,ncRNA-region,2633995,2634126,+,,,ncRNA-region,RtT RNA,"RFAM:RF00391, SO:0005836",RtT RNA
chromosome,ncRNA-region,2634173,2634304,+,,,ncRNA-region,RtT RNA,"RFAM:RF00391, SO:0005836",RtT RNA
chromosome,cds,2634488,2635165,-,CS12_02638,narI,cds,respiratory nitrate reductase subunit gamma,"COG:COG2181, COG:CP, EC:1.7.5.1, EC:1.7.99.4, GO:0005886, GO:0008940, GO:0009055, GO:0009061, GO:0009325, GO:0016020, GO:0019645, GO:0020037, GO:0042126, GO:0042128, GO:0044799, GO:0046872, GO:0160182, RefSeq:WP_001160110.1, SO:0001217, UniParc:UPI00000D0393, UniRef:UniRef100_C3TCR2, UniRef:UniRef50_P11350, UniRef:UniRef90_P11350",narI
chromosome,cds,2635165,2635875,-,CS12_02639,narJ,cds,nitrate reductase molybdenum cofactor assembly chaperone,"COG:COG2180, COG:CPO, GO:0005737, GO:0016530, GO:0042128, GO:0051082, GO:0051131, KEGG:K00373, RefSeq:WP_000571681.1, SO:0001217, UniParc:UPI000012FD87, UniRef:UniRef100_P0AF26, UniRef:UniRef50_P0AF26, UniRef:UniRef90_P0AF26",narJ
chromosome,cds,2635872,2637410,-,CS12_02640,narH,cds,nitrate reductase subunit beta,"COG:COG1140, COG:CP, EC:1.7.5.1, EC:1.7.99.4, GO:0005886, GO:0008940, GO:0009055, GO:0009061, GO:0009325, GO:0042126, GO:0042128, GO:0046872, GO:0051538, GO:0051539, GO:0160182, KEGG:K00371, RefSeq:WP_000702650.1, SO:0001217, UniParc:UPI000012FD85, UniRef:UniRef100_P11349, UniRef:UniRef50_P11349, UniRef:UniRef90_P11349",narH
chromosome,cds,2637407,2641150,-,CS12_02641,narG,cds,nitrate reductase subunit alpha,"COG:COG5013, COG:CP, EC:1.7.5.1, EC:1.7.99.4, GO:0008940, GO:0009055, GO:0009061, GO:0009325, GO:0016020, GO:0019645, GO:0042126, GO:0042128, GO:0043546, GO:0044799, GO:0046872, GO:0051539, GO:0160182, KEGG:K00370, RefSeq:WP_000032978.1, SO:0001217, UniParc:UPI0001DB942E, UniRef:UniRef100_A0A0A6SN47, UniRef:UniRef50_P09152, UniRef:UniRef90_P09152",narG
chromosome,cds,2641666,2643057,-,CS12_02642,narK,cds,nitrate transporter NarK,"BlastRules:WP_000019827, BlastRules:WP_000841851, BlastRules:WP_003898992, BlastRules:WP_010886631, COG:COG2223, COG:P, GO:0005452, GO:0005886, GO:0015112, GO:0015113, GO:0015706, GO:0015707, GO:0042128, GO:0043602, KEGG:K02575, RefSeq:WP_000019827.1, SO:0001217, UniParc:UPI000012FD88, UniRef:UniRef100_P10903, UniRef:UniRef50_P10903, UniRef:UniRef90_P10903",narK
chromosome,cds,2643152,2643370,-,CS12_02643,,cds,hypothetical protein,"RefSeq:WP_000069500.1, SO:0001217, UniParc:UPI000174CD9D, UniRef:UniRef100_A0A094WPS3, UniRef:UniRef50_Q32GY0, UniRef:UniRef90_Q32GY0",hypothetical protein
chromosome,cds,2643396,2645192,+,CS12_02644,narX,cds,nitrate/nitrite two-component system sensor histidine kinase NarX,"COG:COG3850, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, GO:0004721, GO:0005524, GO:0005886, GO:0006974, GO:0007165, GO:0016020, GO:0030288, GO:0042128, GO:0042803, GO:0046983, GO:0071249, GO:0071250, KEGG:K07673, RefSeq:WP_000918073.1, SO:0001217, UniParc:UPI000012FD90, UniRef:UniRef100_P0AFA2, UniRef:UniRef50_P0AFA2, UniRef:UniRef90_P0AFA2",narX
chromosome,cds,2645185,2645835,+,CS12_02645,narX,cds,nitrate/nitrite two-component system sensor histidine kinase NarX,"COG:COG2197, COG:TK, EC:2.7.13.3, GO:0000155, GO:0000160, GO:0003677, GO:0005524, GO:0006355, GO:0016020, GO:0042128, GO:0046983, KEGG:K07673, RefSeq:WP_000070491.1, SO:0001217, UniParc:UPI000012FD89, UniRef:UniRef100_P0AF28, UniRef:UniRef50_P0AF28, UniRef:UniRef90_P0AF28",narX
chromosome,cds,2645836,2647230,-,CS12_02646,ychO,cds,inverse autotransporter invasin YchO,"BlastRules:WP_000086217, GO:0009279, GO:0042597, RefSeq:WP_000086217.1, SO:0001217, UniParc:UPI0001505B8D, UniRef:UniRef100_P39165, UniRef:UniRef50_P39165, UniRef:UniRef90_P39165",ychO
chromosome,cds,2647415,2647768,+,CS12_02647,ychN,cds,DsrE/F sulfur relay family protein YchN,"BlastRules:WP_001169669, COG:COG1553, COG:J, GO:0005829, RefSeq:WP_001169669.1, SO:0001217, UniParc:UPI000013A6B5, UniRef:UniRef100_P0AB52, UniRef:UniRef50_P0AB52, UniRef:UniRef90_P0AB52",ychN
chromosome,cds,2647812,2648528,-,CS12_02648,chaC,cds,glutathione-specific gamma-glutamylcyclotransferase,"BlastRules:WP_001336325, COG:COG3703, COG:P, EC:4.3.2.7, GO:0003839, GO:0005737, GO:0006751, GO:0061928, KEGG:K07232, SO:0001217, UniParc:UPI0001DBCA8C, UniRef:UniRef100_A0A0A0GV96, UniRef:UniRef50_P39163, UniRef:UniRef90_P39163",chaC
chromosome,cds,2648665,2648895,-,CS12_02649,chaB,cds,putative cation transport regulator ChaB,"COG:COG4572, COG:P, KEGG:K06197, RefSeq:WP_001146444.1, SO:0001217, UniParc:UPI000012776C, UniRef:UniRef100_P0AE63, UniRef:UniRef50_P0AE63, UniRef:UniRef90_P0AE63",chaB
chromosome,cds,2649165,2650265,+,CS12_02650,chaA,cds,sodium-potassium/proton antiporter ChaA,"COG:COG0387, COG:P, GO:0005886, GO:0010446, GO:0015385, GO:0015386, RefSeq:WP_000063607.1, SO:0001217, UniParc:UPI000012776B, UniRef:UniRef100_P31801, UniRef:UniRef50_P31801, UniRef:UniRef90_P31801",chaA
chromosome,antitoxin,2650556,2650621,-,CS12_02651,rdlD,TA system,rdlD antitoxin,"RFAM:RF01813, SO:0000655",rdlD
chromosome,toxin,2650669,2650776,+,,ldrD,TA system,type I TA system,tadb,ldrD
chromosome,antitoxin,2651091,2651156,-,CS12_02653,rdlD,TA system,rdlD antitoxin,"RFAM:RF01813, SO:0000655",rdlD
chromosome,toxin,2651204,2651311,+,,ldrD,TA system,type I TA system,tadb,ldrD
chromosome,antitoxin,2651626,2651691,-,CS12_02655,rdlD,TA system,rdlD antitoxin,"RFAM:RF01813, SO:0000655",rdlD
chromosome,toxin,2651739,2651846,+,,,TA system,type I TA system,tadb,ldrD
chromosome,cds,2651995,2652849,-,CS12_02657,kdsA,cds,3-deoxy-8-phosphooctulonate synthase,"COG:COG2877, COG:M, EC:2.5.1.55, GO:0005829, GO:0008676, GO:0019294, KEGG:K01627, RefSeq:WP_000811065.1, SO:0001217, UniParc:UPI0000110F14, UniRef:UniRef100_P0A715, UniRef:UniRef50_P0A715, UniRef:UniRef90_P0A715",kdsA
chromosome,cds,2652885,2653694,-,CS12_02658,sirB1,cds,invasion regulator SirB1,"COG:COG2912, COG:T, RefSeq:WP_001257044.1, SO:0001217, UniParc:UPI0000135980, UniRef:UniRef100_P0AGM5, UniRef:UniRef50_P0A2L9, UniRef:UniRef90_P0AGM5",sirB1
chromosome,cds,2653698,2654090,-,CS12_02659,sirB2,cds,invasion regulator SirB2,"COG:COG3094, COG:S, GO:0005886, RefSeq:WP_000200374.1, SO:0001217, UniParc:UPI0000135981, UniRef:UniRef100_Q46755, UniRef:UniRef50_Q46755, UniRef:UniRef90_Q46755",sirB2
chromosome,cds,2654087,2654920,-,CS12_02660,prmC,cds,peptide chain release factor N(5)-glutamine methyltransferase,"COG:COG2890, COG:J, EC:2.1.1.297, GO:0003676, GO:0006412, GO:0006415, GO:0006479, GO:0008276, GO:0008757, GO:0010468, GO:0018364, GO:0036009, GO:0102559, KEGG:K02493, RefSeq:WP_000456467.1, SO:0001217, UniParc:UPI000012C592, UniRef:UniRef100_P0ACC1, UniRef:UniRef50_P0ACC1, UniRef:UniRef90_P0ACC1",prmC
chromosome,cds,2654920,2656002,-,CS12_02661,prfA,cds,peptide chain release factor 1,"COG:COG0216, COG:J, GO:0003747, GO:0005737, GO:0006415, GO:0016149, KEGG:K02835, RefSeq:WP_000804726.1, SO:0001217, UniParc:UPI0000133730, UniRef:UniRef100_P0A7I0, UniRef:UniRef50_P0A7I0, UniRef:UniRef90_P0A7I0",prfA
chromosome,cds,2656044,2657300,-,CS12_02662,hemA,cds,glutamyl-tRNA reductase,"COG:COG0373, COG:H, EC:1.2.1.70, GO:0008883, GO:0019353, GO:0050661, RefSeq:WP_001299679.1, SO:0001217, UniParc:UPI000006146C, UniRef:UniRef100_P0A6X1, UniRef:UniRef50_P0A6X1, UniRef:UniRef90_P0A6X1",hemA
chromosome,cds,2657514,2658137,+,CS12_02663,lolB,cds,lipoprotein insertase outer membrane protein LolB,"GO:0009279, GO:0015031, GO:0044874, KEGG:K02494, RefSeq:WP_001130692.1, SO:0001217, UniParc:UPI000012E7C0, UniRef:UniRef100_P61320, UniRef:UniRef50_P61320, UniRef:UniRef90_P61320",lolB
chromosome,cds,2658137,2658988,+,CS12_02664,ispE,cds,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,"COG:COG1947, COG:I, EC:2.7.1.148, GO:0005524, GO:0016114, GO:0019288, GO:0050515, KEGG:K00919, RefSeq:WP_001260332.1, SO:0001217, UniParc:UPI000003419F, UniRef:UniRef100_P62615, UniRef:UniRef50_P62615, UniRef:UniRef90_P62615",ispE
chromosome,cds,2659073,2660086,+,CS12_02665,prs,cds,ribose-phosphate diphosphokinase,"BlastRules:WP_001298109, COG:COG0462, COG:F, EC:2.7.6.1, GO:0000287, GO:0002189, GO:0004749, GO:0005524, GO:0005737, GO:0005829, GO:0006015, GO:0006164, GO:0009156, GO:0016301, GO:0034214, GO:0042301, GO:0042802, GO:0043531, KEGG:K00948, RefSeq:WP_001119392.1, SO:0001217, UniParc:UPI0000167DAA, UniRef:UniRef100_A0A024L4E5, UniRef:UniRef50_P0A717, UniRef:UniRef90_P0A717",prs
chromosome,cds,2660238,2661890,+,CS12_02666,dauA,cds,C4-dicarboxylic acid transporter DauA,"COG:COG0659, COG:P, GO:0005886, GO:0008271, GO:0015138, GO:0015141, GO:0015183, GO:0015741, GO:0015810, GO:0071422, KEGG:K03321, RefSeq:WP_001300632.1, SO:0001217, UniParc:UPI000013A6B4, UniRef:UniRef100_C3TD17, UniRef:UniRef50_P0AFR2, UniRef:UniRef90_P0AFR2",dauA
chromosome,cds,2661945,2662223,-,CS12_02667,ychH,cds,stress-induced protein YchH,"BlastRules:WP_000823885, GO:0044011, GO:0070301, GO:0071276, RefSeq:WP_000823885.1, SO:0001217, UniParc:UPI000013A6AE, UniRef:UniRef100_P0AB49, UniRef:UniRef50_P0AB49, UniRef:UniRef90_P0AB49",ychH
chromosome,cds,2662501,2663085,+,CS12_02668,pth,cds,aminoacyl-tRNA hydrolase,"COG:COG0193, COG:J, EC:3.1.1.29, GO:0004045, GO:0005737, GO:0006412, RefSeq:WP_000152933.1, SO:0001217, UniParc:UPI0000132919, UniRef:UniRef100_P0A7D1, UniRef:UniRef50_P0A7D1, UniRef:UniRef90_P0A7D1",pth
chromosome,cds,2663202,2664293,+,CS12_02669,ychF,cds,redox-regulated ATPase YchF,"COG:COG0012, COG:J, GO:0005524, GO:0005525, GO:0005737, GO:0016887, GO:0043023, GO:0046872, RefSeq:WP_071940741.1, SO:0001217, UniParc:UPI0009043FA7, UniRef:UniRef100_UPI0009043FA7, UniRef:UniRef50_P0ABU2, UniRef:UniRef90_P0ABU2",ychF
chromosome,cds,2664538,2664717,-,CS12_02670,,cds,Membrane protein,"RefSeq:WP_000280737.1, SO:0001217, UniParc:UPI00015C4F78, UniRef:UniRef100_W8U1P2, UniRef:UniRef50_W8U1P2, UniRef:UniRef90_W8U1P2",Membrane protein
chromosome,cds,2665062,2667929,+,CS12_02671,ycgV,cds,putative autotransporter YcgV,"GO:0019867, GO:0043708, RefSeq:WP_001334788.1, SO:0001217, UniParc:UPI000013A69F, UniRef:UniRef100_P76017, UniRef:UniRef50_P76017, UniRef:UniRef90_P76017",ycgV
chromosome,cds,2668029,2669948,-,CS12_02672,dhaR,cds,dihydroxyacetone kinase operon transcriptional regulator DhaR,"GO:0005524, GO:0006071, GO:0006351, GO:0006355, GO:0008134, GO:0016887, GO:0043565, KEGG:K05880, RefSeq:WP_001350505.1, SO:0001217, UniParc:UPI000012929D, UniRef:UniRef100_P76016, UniRef:UniRef50_P76016, UniRef:UniRef90_P76016",dhaR
chromosome,cds,2670176,2671246,+,CS12_02673,dhaK,cds,dihydroxyacetone kinase subunit DhaK,"EC:2.7.1.121, GO:0004371, GO:0005829, GO:0006071, GO:0006090, GO:0006974, GO:0019563, GO:0042182, GO:0042802, GO:0042803, GO:0046365, GO:0046835, GO:0047324, GO:0061610, GO:1990234, RefSeq:WP_000733715.1, SO:0001217, UniParc:UPI00001B5109, UniRef:UniRef100_P76015, UniRef:UniRef50_P76015, UniRef:UniRef90_P76015",dhaK
chromosome,cds,2671257,2671889,+,CS12_02674,dhaL,cds,dihydroxyacetone kinase subunit DhaL,"EC:2.7.1.121, GO:0000287, GO:0004371, GO:0005524, GO:0005829, GO:0006071, GO:0006090, GO:0019563, GO:0043531, GO:0046835, GO:0047324, GO:1990234, KEGG:K05879, RefSeq:WP_000059411.1, SO:0001217, UniParc:UPI000013A69C, UniRef:UniRef100_P76014, UniRef:UniRef50_P76014, UniRef:UniRef90_P76014",dhaL
chromosome,cds,2671900,2673318,+,CS12_02675,dhaM,cds,dihydroxyacetone kinase phosphoryl donor subunit DhaM,"EC:2.7.1.121, GO:0005829, GO:0006090, GO:0006974, GO:0009401, GO:0016020, GO:0016310, GO:0019563, GO:0042803, GO:0046835, GO:0047324, GO:1990234, RefSeq:WP_001301101.1, SO:0001217, UniParc:UPI0000673C0D, UniRef:UniRef100_P37349, UniRef:UniRef50_P37349, UniRef:UniRef90_P37349",dhaM
chromosome,cds,2673638,2675335,+,CS12_02676,treA,cds,"alpha,alpha-trehalase","BlastRules:WP_000841714, COG:COG1626, COG:G, EC:3.2.1.28, GO:0004555, GO:0005993, GO:0042597, GO:0071474, RefSeq:WP_000841714.1, SO:0001217, UniParc:UPI0000137348, UniRef:UniRef100_P13482, UniRef:UniRef50_P13482, UniRef:UniRef90_P13482",treA
chromosome,cds,2675414,2675854,-,CS12_02677,ycgY,cds,putative protein YcgY,"RefSeq:WP_000615070.1, SO:0001217, UniParc:UPI0001DBD31A, UniRef:UniRef100_A0A0J1X1V1, UniRef:UniRef50_P76012, UniRef:UniRef90_P76012",ycgY
chromosome,cds,2676032,2676286,-,CS12_02678,ymgE,cds,UPF0410 protein YmgE,"COG:COG2261, COG:R, GO:0005886, RefSeq:WP_071940740.1, SO:0001217, UniParc:UPI000903D34C, UniRef:UniRef100_UPI000903D34C, UniRef:UniRef50_P76011, UniRef:UniRef90_P76011",ymgE
chromosome,cds,2676487,2677221,+,CS12_02679,ycgR,cds,Flagellar brake protein YcgR,"COG:COG5581, COG:N, GO:0009425, GO:0035438, GO:0071945, GO:0071973, GO:1902201, KEGG:K21087, RefSeq:WP_000020169.1, SO:0001217, UniParc:UPI000013A69B, UniRef:UniRef100_P76010, UniRef:UniRef50_P76010, UniRef:UniRef90_P76010",ycgR
chromosome,cds,2677223,2677834,-,CS12_02680,emtA,cds,membrane-bound lytic murein transglycosylase EmtA,"COG:COG0741, COG:MU, EC:4.2.2.-, EC:4.2.2.n2, GO:0000270, GO:0008932, GO:0009279, GO:0016998, GO:0071555, KEGG:K08308, RefSeq:WP_001301104.1, SO:0001217, UniParc:UPI0000602AF3, UniRef:UniRef100_P0C960, UniRef:UniRef50_P0C960, UniRef:UniRef90_P0C960",emtA
chromosome,cds,2677934,2678848,+,CS12_02681,ldcA,cds,muramoyltetrapeptide carboxypeptidase,"COG:COG1619, COG:M, EC:3.4.17.13, GO:0004180, GO:0005829, GO:0006508, GO:0008236, GO:0008360, GO:0009252, GO:0009254, GO:0042803, GO:0061787, GO:0071555, GO:0106415, KEGG:K01297, RefSeq:WP_000051560.1, SO:0001217, UniParc:UPI000012E2D1, UniRef:UniRef100_P76008, UniRef:UniRef50_P76008, UniRef:UniRef90_P76008",ldcA
chromosome,cds,2678943,2680679,+,CS12_02682,nhaP2,cds,potassium/proton antiporter,"COG:COG3263, COG:CP, GO:0005886, GO:0006813, GO:0006884, GO:0015386, GO:0016020, GO:0050660, GO:0051139, GO:0055085, KEGG:K11105, RefSeq:WP_000340195.1, SO:0001217, UniParc:UPI000315DD99, UniRef:UniRef100_A0A1X9TP01, UniRef:UniRef50_Q87KV8, UniRef:UniRef90_P76007",nhaP2
chromosome,cds,2680813,2680962,-,CS12_02683,,cds,hypothetical protein,"SO:0001217, UniParc:UPI0001E4CC7B, UniRef:UniRef100_A0A0J2B3T8, UniRef:UniRef50_A0A0J2B3T8, UniRef:UniRef90_A0A0J2B3T8",hypothetical protein
chromosome,cds,2681065,2682135,-,CS12_02684,dadX,cds,catabolic alanine racemase DadX,"EC:5.1.1.1, GO:0005829, GO:0006522, GO:0008784, GO:0019480, GO:0030170, GO:0030632, GO:0042803, KEGG:K01775, RefSeq:WP_000197881.1, SO:0001217, UniParc:UPI00001258D2, UniRef:UniRef100_P29012, UniRef:UniRef50_P29012, UniRef:UniRef90_P29012",dadX
chromosome,cds,2682145,2683443,-,CS12_02685,dadA,cds,D-amino acid dehydrogenase,"BlastRules:WP_001266908, COG:COG0665, COG:E, EC:1.4.99.-, GO:0005737, GO:0005886, GO:0008718, GO:0055130, KEGG:K00285, RefSeq:WP_001266908.1, SO:0001217, UniParc:UPI0000128DF6, UniRef:UniRef100_P0A6J5, UniRef:UniRef50_P0A6J5, UniRef:UniRef90_P0A6J5",dadA
chromosome,cds,2683773,2685305,+,CS12_02686,ycgB,cds,SpoVR family protein,"COG:COG2719, COG:D, GO:0006974, KEGG:K06415, RefSeq:WP_000190854.1, SO:0001217, UniParc:UPI000013A68C, UniRef:UniRef100_P29013, UniRef:UniRef50_P29013, UniRef:UniRef90_P29013",ycgB
chromosome,cds,2685357,2686076,-,CS12_02687,fadR,cds,fatty acid metabolism transcriptional regulator FadR,"COG:COG2186, COG:K, GO:0000062, GO:0003677, GO:0003700, GO:0005737, GO:0006355, GO:0006631, GO:0019217, KEGG:K03603, RefSeq:WP_000234823.1, SO:0001217, UniParc:UPI0000111C8C, UniRef:UniRef100_P0A8V6, UniRef:UniRef50_P0A8V6, UniRef:UniRef90_P0A8V6",fadR
chromosome,cds,2686297,2687838,+,CS12_02688,nhaB,cds,Na(+)/H(+) antiporter NhaB,"COG:COG3067, COG:CP, GO:0005886, GO:0006814, GO:0015385, GO:0016020, KEGG:K03314, RefSeq:WP_000406391.1, SO:0001217, UniParc:UPI0000130028, UniRef:UniRef100_P0AFA7, UniRef:UniRef50_P0AFA7, UniRef:UniRef90_P0AFA7",nhaB
chromosome,cds,2687984,2688514,+,CS12_02689,dsbB,cds,disulfide bond formation protein DsbB,"COG:COG1495, COG:O, EC:1.8.5.-, EC:1.8.5.9, GO:0005886, GO:0006457, GO:0009055, GO:0009408, GO:0015035, GO:0016020, GO:0016672, GO:0048039, KEGG:K03611, RefSeq:WP_000943459.1, SO:0001217, UniParc:UPI0000031A36, UniRef:UniRef100_P0A6M2, UniRef:UniRef50_P0A6M2, UniRef:UniRef90_P0A6M2",dsbB
chromosome,cds,2688560,2689828,-,CS12_02690,umuC,cds,DNA polymerase V catalytic protein,"BlastRules:WP_000457616, COG:COG0389, COG:L, EC:2.7.7.7, GO:0003684, GO:0003697, GO:0003887, GO:0005829, GO:0005886, GO:0006974, GO:0008094, GO:0009355, GO:0009432, GO:0016020, GO:0019985, GO:0042276, KEGG:K03502, RefSeq:WP_000457616.1, SO:0001217, UniParc:UPI0000137C33, UniRef:UniRef100_P04152, UniRef:UniRef50_P04152, UniRef:UniRef90_P04152",umuC
chromosome,cds,2689828,2690247,-,CS12_02691,umuD,cds,Protein UmuD,"EC:3.4.21.-, GO:0003677, GO:0006281, GO:0006355, GO:0006508, GO:0008236, GO:0009432, KEGG:K03503, RefSeq:WP_000897378.1, SO:0001217, UniParc:UPI0000137C35, UniRef:UniRef100_P0AG11, UniRef:UniRef50_P0AG11, UniRef:UniRef90_P0AG11",umuD
chromosome,ncRNA,2690307,2690385,-,CS12_02692,C0299,ncRNA,C0299 RNA,"RFAM:RF00119, SO:0000655",C0299
chromosome,cds,2690620,2691531,+,CS12_02693,hlyE,virulence,hemolysin HlyE,"BlastRules:WP_001336523, BlastRules:WP_001681583, GO:0005576, GO:0016020, GO:0019836, GO:0020002, GO:0042597, GO:0044179, GO:0090729, GO:0140911, KEGG:K11139, RefSeq:WP_001336523.1, SO:0001217, UniParc:UPI000012C964, UniRef:UniRef100_P77335, UniRef:UniRef50_P77335, UniRef:UniRef90_P77335",hlyE
chromosome,cds,2691738,2692184,-,CS12_02694,ycgN,cds,YcgN family cysteine cluster protein,"KEGG:K09160, RefSeq:WP_001306825.1, SO:0001217, UniParc:UPI0000683E69, UniRef:UniRef100_A0A2X3JVQ0, UniRef:UniRef50_P0A8L5, UniRef:UniRef90_Q32H39",ycgN
